,window_id,dur_mean,dur_std,sbytes_mean,sbytes_std,dbytes_mean,dbytes_std,rate_mean,rate_std,sttl_mean,sttl_std,dttl_mean,dttl_std,sinpkt_mean,sinpkt_std,dinpkt_mean,dinpkt_std,smean_mean,smean_std,dmean_mean,dmean_std,service_-_mean,service_dhcp_mean,service_dns_mean,service_ftp_mean,service_ftp-data_mean,service_http_mean,service_irc_mean,service_pop3_mean,service_radius_mean,service_smtp_mean,service_snmp_mean,service_ssh_mean,service_ssl_mean,state_CON_mean,state_ECO_mean,state_FIN_mean,state_INT_mean,state_REQ_mean,state_RST_mean,proto_nunique,window_attack,anomaly_score,predicted,predicted_label,tuned_pred
435,435,0.27730694846527,0.3366161148859131,6.580869218021649,2.050182646511073,2.6970286414282496,3.081143732719572,7.9749437938896195,4.753550009299263,248.92,35.73914471061757,110.88,125.71968819560443,2.3834207350885377,2.850779636009303,2.182680750946576,2.500809391809991,1.7655251258554534,0.1825039841216384,1.6906421143941497,1.917765143589129,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.54,0.02,0.0,4,0,0.008790033234672534,1,0,1
439,439,0.5162324942850716,0.1615236846258366,7.681062268982917,1.794159402686805,5.89011875195374,0.949708232107196,3.095922698963545,0.6633618826722557,248.92,35.73914471061757,246.96,35.457734122344995,4.428915600556485,1.1028284032150448,4.708225735033303,0.8035814496274848,1.7901454362398486,0.1952988505154674,3.865724279845207,0.6064488322555754,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,2,0,0.017737187792590814,1,0,1
440,440,0.5845665407622538,0.1756974217349813,7.292986619681983,1.2105356062756767,6.04845335558788,0.9835884036460412,2.797976023971186,0.5735968646559488,248.92,35.73914471061758,246.96,35.457734122344995,4.799974693087664,1.0186162667929626,4.908487238726447,0.8149537722493982,1.7500921223987442,0.1603061267442193,3.9561865968674654,0.6266322590619253,0.8,0.0,0.0,0.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,2,0,0.0028425396045239637,1,0,1
441,441,0.6269883319221894,0.2176338036541977,8.163900503194618,1.9345073078636168,5.896302700948783,1.4233760674642253,2.881721644492804,1.24433911295176,243.84,50.02438193400083,239.4,55.19881421651275,4.777671885559379,1.5675490704020574,4.857653898830602,1.2255152468519197,1.8508608369666328,0.1712954297281051,3.7514429192655374,0.8985405882751458,0.74,0.0,0.0,0.08,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,3,0,0.016057448799620122,1,0,1
443,443,0.4413074978991334,0.1175649565831693,6.449274449226468,0.7283414563253099,5.456918911478574,1.1267638879536337,3.080516127344242,1.018902486541601,248.92,35.73914471061757,241.92,49.630489162866965,4.49167206480429,1.08758538115018,4.602673248787284,0.9839494230329112,1.6475165030135626,0.0949097092906963,3.668682279546711,0.7527073230618203,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,4,0,0.011227841462636556,1,0,1
446,446,0.2573233231530947,0.2688775789750377,6.571888786535828,0.9756903980323206,3.564268714148462,3.4609512721249374,6.264987890854386,4.663327950081715,165.86,103.33597455080026,131.04,126.53341635530693,3.223589369242652,3.1714214339732143,2.432483964933556,2.3726499130467524,1.7919576274164013,0.159230004698521,2.461123181575624,2.3941449115819475,0.65,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.0,0.0,3,0,-0.00018381958197166703,-1,1,1
447,447,0.3869832727375955,0.2845500245143725,6.600746682242691,0.879054232664387,4.861216490493248,3.162347310812523,4.826555163572709,4.000108324692162,131.24,97.67386673222391,178.92,114.92410143616132,3.9992952606061767,2.70068475289819,3.422725499427562,2.2413621030158657,1.7453607085465228,0.1497643630979646,3.342278546113771,2.182439180036328,0.45,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.28,0.01,0.0,3,0,0.0028653119648867076,1,0,1
448,448,0.4547763791740424,0.1569963457619939,6.6509193199534105,0.8305984473573923,6.563079763682804,1.4570580738760568,3.0383198059719576,0.7299925215801095,101.76,82.16134901964105,241.92,49.63048916286695,4.711130368075493,1.3633450683345414,4.389713234894359,0.9828235229995096,1.6844255761943565,0.0723629684442342,4.497510775361022,1.033082007872703,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,2,0,0.0004232798918750724,1,0,1
449,449,0.2894075392952968,0.2321467153339401,6.761920604944212,0.5563317834579278,4.582173388269245,3.330422646522569,5.947291735454285,4.115130958891397,139.48,96.336791381784,166.32,119.97599759951986,2.8734086259974987,2.099324308727067,2.935420601621282,2.139932587516004,1.7826720842592625,0.1463774899556553,3.172260226647956,2.3110139280757966,0.43,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.34,0.0,0.0,3,0,0.006054577470753775,1,0,1
450,450,0.324319715114581,0.2278932955135152,6.695306955166116,0.5576366724933408,4.899769053876662,3.1801491490256444,5.457095239115898,3.982796889228712,129.88,93.96015489062746,178.92,114.92410143616132,3.383844972740949,2.278802218734659,3.1982219351724246,2.124012802339391,1.762575883589356,0.1370055087973718,3.4128514190757056,2.219560500246889,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.7,0.29,0.0,0.0,3,0,0.01285224366690485,1,0,1
453,453,0.7132197350814604,0.452375783144448,5.698788669933745,1.1026230526831096,1.82554626961709,2.896244328041773,3.370907864058044,4.441853520660109,225.88,70.51946933688282,73.08,114.9241014361613,5.50902117324098,3.0390198107336723,1.584841160567375,2.625210509655872,1.6327107064551791,0.1066648024617258,1.2422473018830875,1.976531601517708,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.02,0.69,0.0,2,0,-0.031956955940452336,-1,1,1
454,454,0.5035547005392784,0.416691067632447,5.998252879084959,1.2431092117285951,2.662280840989069,3.0461470988082264,4.830143383733199,4.490152008805594,232.88,60.37747924516227,110.88,125.71968819560442,4.400215279697697,3.1314428322418677,2.5134437427768104,3.1485833393050773,1.6621560812270066,0.1237093479525102,1.8058551497473,2.073837517017362,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.03,0.53,0.0,2,0,0.012925389710621293,1,0,1
455,455,0.6955644321430047,0.4855932116798075,6.081590280560169,1.1552919594788522,2.205108130686051,2.913406052520481,3.599711877871546,4.298754447072787,240.56,49.23502079543861,93.24,122.27961994766524,5.087676053625392,2.85482068502736,1.812370355943987,2.488885592185593,1.663836004439769,0.127373305984529,1.4913736473097254,1.973785560331625,0.93,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.12,0.51,0.0,2,0,0.021135435287190973,1,0,1
456,456,0.8806863827606515,0.4699238748410773,5.84978814085157,1.074960791417274,1.9598102633322565,2.889421671333948,2.3616097977065764,3.576206930769303,235.48,59.69458970797974,80.64,118.14419541006195,5.983193797409257,2.7770103038058904,1.610310321471844,2.368424412177354,1.6393632923343475,0.1128204070889086,1.2969188026308254,1.9180327306672056,0.92,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.61,0.0,3,0,0.0039817889896363035,1,0,1
457,457,0.7537662451938388,0.5081794657355534,6.040935842953442,1.2272997721175656,2.0035647800980927,2.896404290463817,3.5879580014297003,4.371740464366482,240.56,49.23502079543861,83.16,119.09055378156572,5.116731866614811,2.9336370090865813,1.737298110111228,2.601822145891715,1.6437502077311528,0.1167667130564762,1.3356550690711924,1.92887984809293,0.92,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.16,0.51,0.0,2,0,0.00952894550413319,1,0,1
458,458,0.8420933946676543,0.4568189371300354,6.02173376517547,0.9402422768039588,1.878085467073759,2.838718948318751,2.572406082627085,3.538184092958806,240.56,49.23502079543861,78.12,117.13544607535644,5.698335416755819,2.4902396791718924,1.4435752334407963,2.168518259579973,1.633335351323009,0.1097976592353007,1.2632012600272782,1.911353989334912,0.93,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.02,0.67,0.0,2,0,-0.01815117989740933,-1,1,1
459,459,0.9783796479206436,0.4418085369545178,6.442160916216459,0.9964685639991344,2.48793489933898,3.089318572407848,1.6207436763366478,1.920340007581064,225.88,70.51946933688282,100.8,124.0762229071674,6.443121828394626,1.915013655460016,2.169661073029163,2.8675856017059496,1.6633656440035745,0.1298480105384754,1.6670209244018137,2.079958126483916,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.57,0.0,3,0,-0.01632103284300923,-1,1,1
460,460,0.6730131579358212,0.4458592643364213,6.1205800384420055,1.1385622436211298,2.5940316927924307,3.0979535911476885,3.562081315341834,4.054069031868349,227.12,66.95713689979719,105.84,125.00333086471224,4.911486596785511,2.6570893492079177,1.994779157301961,2.367380225456511,1.6623959285724006,0.125696124912185,1.7534033173790615,2.096562738743398,0.87,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.01,0.57,0.0,2,0,0.004402626512580166,1,0,1
461,461,0.4434100430179654,0.2331756294445686,6.967516398786686,0.7924721925244127,6.255323053487695,1.7166953609511126,3.443490999690681,1.968556276631984,129.88,93.96015489062748,236.88,60.1481806571374,4.512874858295777,1.562469979109015,4.436250763740866,1.4343573048125042,1.7452324069883736,0.0990225380159599,4.296360131522031,1.2133880150357952,0.38,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.04,0.02,0.0,3,0,0.011649213794099222,1,0,1
462,462,0.5114416661777377,0.3088274824633543,6.707774344496849,0.4859441742237088,6.854176952826391,1.277599915205184,3.0616084552346274,1.2013719247885006,78.04,56.29430600770284,244.44,43.20454521543685,4.714990983621016,1.3512212209597627,4.591882499329778,1.2226131311199395,1.6865962029018624,0.0284169998886687,4.723108654853043,0.8899420767084182,0.11,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,3,0,-0.026960486383807214,-1,1,1
464,464,0.252792191807165,0.2065804837670873,6.192754037897419,0.935987159092893,3.0955035290460104,2.4076286939515734,5.34138400074454,4.445756402238469,142.76,100.14445324206186,161.28,121.56937413375432,3.740678299200756,2.954843900695894,0.8498527259083488,2.108627713558888,1.747954477843051,0.0769451244606489,2.473434623349986,1.872665567895868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.36,0.0,0.0,3,0,0.010800862637131203,1,0,1
466,466,0.2777426513788051,0.1890504528638586,6.518086871024408,0.742649258853477,3.459345574772398,2.037202045781872,4.537122071967164,3.857769170448632,117.12,90.8697902929174,189.0,109.66892325208966,3.907691243148727,2.412175944945644,0.4171959047760695,1.3225552627636623,1.785947718421001,0.0874792956187215,2.8414835168685078,1.648832363614584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.09,0.25,0.0,0.0,3,0,0.007506378885502318,1,0,1
467,467,0.524909993019552,0.2322100251418784,7.908537643595663,2.094893436709103,4.739573307273508,1.6456163815132847,3.161130300079966,2.42207161770969,137.56,95.9438303689121,231.84,68.71030093476126,4.490570394768212,1.9537129781618812,1.633332826610392,2.2897905121677518,1.865080260102296,0.1498374304639044,3.490194179530439,1.0344662528867692,0.84,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.34,0.08,0.0,0.0,3,0,0.016541070702054905,1,0,1
469,469,0.4581006337658074,0.1784750799534423,6.747124144471129,0.6029793666518682,4.504374456781839,1.1265833597117607,2.296542386063095,0.745083325500586,78.72,59.97138711691829,241.92,49.63048916286695,5.244563185142808,1.3271329721679463,0.5227590967673104,1.4828519229363777,1.7839417580528951,0.0614416435621981,3.691266727114534,0.7829558481168584,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.11,0.04,0.0,0.0,2,0,0.00014442967154926212,1,0,1
470,470,0.3921474126213355,0.1584526902166268,6.808637609212622,0.4360167651486705,4.413228118208646,0.6677035243460674,2.5279220873759707,0.6536964354527078,66.52,34.2652988761328,246.96,35.457734122344995,4.677843102318488,0.8916110165836912,0.1551336719259275,0.8537150713867697,1.7978596688987212,0.0457889274761684,3.709619605049833,0.5326564871595921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.03,0.02,0.0,0.0,2,0,-0.02716589868545083,-1,1,1
471,471,0.2105218461652294,0.2261148530607109,6.020451331503804,1.8585374600005824,2.6092693054057667,2.541435278909145,6.285430493924316,4.749075506745552,158.8,102.86403696632804,133.56,126.40661662774112,3.1890863551446302,3.1437651439663834,0.6448918023917178,1.6035524297221175,1.711036011866866,0.1392289819199799,2.008966736897823,1.90139517422494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.14,0.47,0.0,0.0,3,0,0.01807126291770167,1,0,1
477,477,0.3133655726540362,0.2692354338555529,6.741381541264268,0.9315393477776572,4.007017868022363,3.158840036762659,6.074217770752617,4.249909245690433,243.84,50.02438193400083,156.24,122.93359626606996,3.140815869489337,2.629200134267275,2.721188238069705,2.1732154132921555,1.7636463361650103,0.1825873435811944,2.500438046863392,1.9682264670413123,0.44,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.0,0.0,3,0,0.017822091098570803,1,0,1
478,478,0.4099998303174016,0.1367185343075647,6.16624887103766,0.5902796792265966,5.369208481683388,1.3743521896276123,2.9523861038740806,0.8032056231356182,238.76,60.62554717028927,236.88,60.1481806571374,4.836308410903526,1.74892161600142,4.496456268313792,1.3908037511451836,1.6112815634886437,0.0124313309276145,3.5963059057637,0.9138463334574902,0.97,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,2,0,0.011291231380995415,1,0,1
