window_id,dur_mean,dur_std,sbytes_mean,sbytes_std,dbytes_mean,dbytes_std,rate_mean,rate_std,sttl_mean,sttl_std,dttl_mean,dttl_std,sinpkt_mean,sinpkt_std,dinpkt_mean,dinpkt_std,smean_mean,smean_std,dmean_mean,dmean_std,service_-_mean,service_dhcp_mean,service_dns_mean,service_ftp_mean,service_ftp-data_mean,service_http_mean,service_irc_mean,service_pop3_mean,service_radius_mean,service_smtp_mean,service_snmp_mean,service_ssh_mean,service_ssl_mean,state_CON_mean,state_ECO_mean,state_FIN_mean,state_INT_mean,state_REQ_mean,state_RST_mean,proto_nunique,window_attack
10,0.6855742937362185,0.3773774062128231,7.426087575178227,0.7458786339974992,8.292864822718146,1.661517266686606,3.6935983769862806,1.8581544175293896,31.0,0.0,29.0,0.0,4.166952199184137,1.7500219418802887,4.038335684297092,1.7226989057992077,1.7030873583303292,0.053057694144374744,5.232086913165082,0.9949383051122469,0.89,0.0,0.04,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.92,0.0,0.0,0.0,2,0
11,0.706330734715184,0.47474618344262454,7.491302450229494,0.8744474386758951,8.21856156447617,1.6373809066662568,3.7711719736628333,2.1519547905563217,31.0,0.0,29.0,0.0,4.1263660304477865,2.029841499488177,4.014622660713247,2.0238217671056433,1.7096605213741458,0.06356767780526697,5.150922125274368,0.9471764967282328,0.86,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.09,0.0,0.91,0.0,0.0,0.0,2,0
12,0.5484901400888673,0.4585944066511084,7.5141994950061015,1.0834925809320863,8.507047491966349,1.9952698098131478,4.552291088690621,2.0042309309665303,31.0,0.0,29.0,0.0,3.3299361433759516,1.8991251120920154,3.2027223068312374,1.8555175447588237,1.6957604164070494,0.06699233489256279,5.3224857832530805,1.0012546496597685,0.79,0.0,0.08,0.0,0.01,0.08,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.1,0.0,0.9,0.0,0.0,0.0,2,0
13,0.5409467018515739,0.5086231273409596,7.482023347201999,1.0242624018453312,8.056611820174764,1.7455194120480362,4.662889634201868,2.347218312229264,31.0,0.0,29.0,0.0,3.2943443238235823,2.207928530755769,3.190061755223304,2.1822048629409263,1.7182491515576066,0.07614508074054108,5.044315234928625,0.9248380008518413,0.79,0.0,0.07,0.0,0.01,0.09,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.09,0.0,0.91,0.0,0.0,0.0,2,0
14,0.3923996705384327,0.5365327577036233,7.399698780019422,1.0579864925198925,8.193374982821624,1.7701648839933435,5.507488185986957,2.317195057077933,31.0,0.0,29.0,0.0,2.5003296800743713,2.2139277280996095,2.397833390197488,2.1904315823896265,1.7056536176448776,0.06778436153551064,5.182913038718349,0.9662389154871406,0.74,0.0,0.1,0.01,0.01,0.11,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.1,0.0,0.9,0.0,0.0,0.0,2,0
15,0.5206033570000322,0.5985394654135009,7.466540971262938,0.9828085816855128,8.28276290588844,1.7180990215525114,5.166332187063498,2.765440996997039,31.0,0.0,29.0,0.0,2.9120362160759856,2.6016243684117115,2.8335489082734773,2.5909474649634983,1.7099433472183534,0.07477872045250604,5.256806371639615,0.9606908617935669,0.78,0.0,0.07,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,2,0
16,0.5111311589353709,0.6044872099445947,7.510749418494958,1.2093394835582658,8.171612925028203,1.6519021214479392,5.300680084590697,2.9188186649312673,30.69,3.0999999999999996,28.71,2.9,2.87602021611428,2.7934985459540895,2.784810048585385,2.7470622010119894,1.7192951116168793,0.09369667346811539,5.166570742061156,0.896997532449229,0.7,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.13,0.0,0.87,0.0,0.0,0.0,3,0
17,0.3563917036262653,0.5276502002237289,7.410919650975545,1.4932345167741967,8.167905585444709,2.2012747307591503,6.191731180629626,2.4214610711111826,31.0,0.0,29.0,0.0,1.9607489920924959,2.1989490649696215,1.8853550261400986,2.1517897059437625,1.7099489202112421,0.09828846101635196,5.226218065557447,1.001313512364657,0.6,0.0,0.17,0.01,0.03,0.11,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.24,0.0,0.76,0.0,0.0,0.0,2,0
18,0.06738003866298725,0.18872171676769778,7.1449785209762595,1.3766946674610328,7.569585113623425,1.8232609360761025,7.520367145703245,1.125520001544502,31.0,0.0,29.0,0.0,0.7909711544639751,0.9013993597296309,0.7372239189463212,0.87324866520439,1.7156660231131329,0.08741946043088206,4.920641030247662,0.8334109988862786,0.62,0.0,0.19,0.01,0.03,0.09,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.23,0.0,0.77,0.0,0.0,0.0,2,0
19,0.041929242899583864,0.10793468972090607,7.12589370954238,0.9766022062049489,7.73753072485597,1.6650469371463674,7.641047762384339,0.9284321605250524,31.0,0.0,29.0,0.0,0.7213128588030006,0.7667266726433462,0.6487596435951261,0.7141604995343289,1.7036666479800733,0.040194035919776466,4.975133302924914,0.8716404283450759,0.71,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.86,0.0,0.0,0.0,2,0
20,0.03569910451356302,0.10289863006413169,7.115807330957818,1.015075473195826,7.675974975279335,1.628476921600977,7.692755004503266,0.9883646292632458,31.0,0.0,29.0,0.0,0.7038614558306824,0.8306365571818224,0.6299544377298703,0.7596156667171681,1.7083542145610289,0.05238501334549299,4.959407510825623,0.8537941733020601,0.7,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.15,0.0,0.85,0.0,0.0,0.0,2,0
21,0.050213204461767295,0.11729354676025362,7.150259478020436,1.3304028856818964,7.507453824767567,1.6036481929503725,7.553741867064085,1.0206732777241643,31.0,0.0,29.0,0.0,0.7473213991904233,0.8000310380084208,0.696971766923124,0.8020558174018401,1.7210926005050635,0.08822150517936832,4.881068874671165,0.7967172550685339,0.63,0.0,0.18,0.01,0.03,0.08,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.2,0.0,0.8,0.0,0.0,0.0,2,0
22,0.038545560483780376,0.09399787939301946,7.095632721240229,1.146097252733278,7.641529315252358,1.7816707164236374,7.6867426635038285,0.8970652834438391,31.0,0.0,29.0,0.0,0.6873216341540394,0.697976728805832,0.621459557455135,0.6643783947099833,1.7087642239200738,0.06741425497621518,4.978529164442452,0.8774786787053521,0.68,0.0,0.15,0.01,0.03,0.1,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.22,0.0,0.78,0.0,0.0,0.0,2,0
23,0.06653882412307477,0.1492079805436826,7.225309088207897,1.2118271386522106,7.813353101740969,1.7413267765481226,7.534487104659513,1.3630021168192814,31.0,0.0,29.0,0.0,0.8561547587375157,1.1216420818657795,0.7793480246134818,1.0424196887655754,1.7187460916346824,0.07398473939708701,5.073640878228078,0.8797687256241672,0.62,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.19,0.0,0.81,0.0,0.0,0.0,2,0
24,0.04110712574003346,0.1167115130177989,7.13679525620969,0.9369397479688362,7.65460857475162,1.5774224794759268,7.628743095409714,1.0109126064132645,31.0,0.0,29.0,0.0,0.7543049138957381,0.8580782313511448,0.6735601820514183,0.7833965014763753,1.7124007425556615,0.051550073391190734,4.9416797073688805,0.8425222109006643,0.76,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.16,0.0,0.84,0.0,0.0,0.0,2,0
25,0.037007723243274414,0.08583959392360269,7.154260380035213,1.2017596957933885,7.732738485631035,1.8251160954301522,7.70109515360623,0.8949420761551338,31.0,0.0,29.0,0.0,0.6627586544119305,0.7096892642480451,0.6058881428438967,0.6698668479797669,1.706351688745783,0.06789871607495225,5.006721770486636,0.8819844745845424,0.7,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.2,0.0,0.8,0.0,0.0,0.0,2,0
26,0.05795156592395803,0.14223572054917522,6.984889401433769,1.3274926981794881,7.556424880481209,1.881001151934058,7.519455674234734,1.2316495700368653,31.0,0.0,29.0,0.0,0.7790260731108191,1.0450693618952454,0.7283006488014044,0.9846032878305722,1.7119109280004716,0.07912581057079036,5.025000274731192,0.8959479908310525,0.59,0.0,0.22,0.01,0.03,0.11,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.26,0.0,0.74,0.0,0.0,0.0,2,0
27,0.07561786213083223,0.22989095339767515,7.415844991235113,1.212815790564185,7.955034779174264,1.8057669568110346,7.60909867604134,1.153327827996414,31.0,0.0,29.0,0.0,0.8051231614590774,0.8732175074378139,0.7403516630492684,0.8083186062693308,1.7189969884422194,0.08853418323829343,5.041304706895803,0.8942429967302671,0.7,0.0,0.1,0.01,0.03,0.1,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.14,0.0,0.86,0.0,0.0,0.0,2,0
28,0.047285418509468685,0.1184982970989478,6.992775907436086,1.2684847454120334,7.315823420809866,1.8204099818365012,7.559591676242262,1.1775404258072257,31.32,3.1999999999999997,28.71,2.9,0.7722956775946401,0.926387349355776,0.701931326806313,0.8745657895884372,1.7217964307167315,0.07618241878182941,4.830145210768362,0.948815710674843,0.63,0.0,0.19,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.25,0.01,0.74,0.0,0.0,0.0,3,0
29,0.06548787930609101,0.14189620095606303,7.10812232085789,1.111395884577691,7.646288713400331,1.7161205869338378,7.404507900388455,1.3924359082326754,31.0,0.0,29.0,0.0,0.9277620825247337,1.1644353275450645,0.8438497161636446,1.0671407468538057,1.7114085480685168,0.06100703892723202,4.980375019481828,0.8543082599540216,0.67,0.0,0.15,0.01,0.01,0.13,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.21,0.0,0.79,0.0,0.0,0.0,2,0
30,0.07187131759328164,0.2028930826882124,7.181668601851426,1.130607724865466,8.014060612169198,1.8623559970844132,7.49270465532332,1.4028252860037151,31.0,0.0,29.0,0.0,0.8926164902972228,1.3120084363533118,0.8219981494424253,1.2654497967050156,1.7007708783060664,0.06714221201992288,5.211809267906924,0.9581026388817545,0.68,0.0,0.15,0.0,0.03,0.11,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.18,0.0,0.82,0.0,0.0,0.0,2,0
31,0.06677676920274253,0.1943477441003733,7.131251453287741,1.111035128695556,7.631320317485501,1.8401009264266526,7.467947641509529,1.3159779990222416,31.0,0.0,29.0,0.0,0.8975555305771644,1.233456007335496,0.8172955702357187,1.198636476478253,1.7149291665144342,0.06364879712944073,4.958933474961689,0.8714735582641453,0.71,0.0,0.13,0.0,0.01,0.12,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.24,0.0,0.76,0.0,0.0,0.0,2,0
32,0.0568293075125606,0.1206829315979891,7.129238811474104,1.2786568593745176,7.663255330425899,1.8774161455804057,7.449924730079542,1.1341172462042508,31.0,0.0,29.0,0.0,0.8372451104593673,0.9132663516004823,0.7735039267775611,0.8912043344112843,1.710990910173644,0.07766918420611933,4.991263928832051,0.886808398313086,0.67,0.0,0.18,0.01,0.03,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.23,0.0,0.77,0.0,0.0,0.0,2,0
33,0.05207666384974216,0.13349546890914157,7.078540006817138,1.2181833727828781,7.8193067167611785,2.1680710132944707,7.444482157307321,1.5640532549169646,30.38,4.36186411822498,28.42,4.0804535299524,0.9682364798369001,1.735068100461223,0.6861458782352495,0.9026377180262443,1.6954621322641816,0.06917455505526908,5.105767819492524,1.1949557975301934,0.66,0.0,0.16,0.02,0.03,0.11,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.18,0.0,0.8,0.02,0.0,0.0,3,0
34,0.07084518938348594,0.16430571697821347,7.17981817757119,1.282328882404528,7.771480270710913,1.8874868732002692,7.424690333886201,1.3584338789440074,31.0,0.0,29.0,0.0,0.8960639394401081,1.115462792268453,0.8336414843734603,1.0729268384843826,1.7141811540615723,0.08236232628671233,5.07229239161195,0.9081119224165899,0.6,0.0,0.17,0.01,0.02,0.15,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.21,0.0,0.79,0.0,0.0,0.0,2,0
35,0.08769830403209095,0.20097025024039347,6.971756651513655,1.2023089259328352,7.49168303184609,1.7329025374298594,7.192352438069865,1.595828509092973,30.69,3.1,28.71,2.9,1.0968111172637844,1.4713962845912691,1.0201119523281397,1.4210599768904486,1.710570137595627,0.07246576155061814,4.966586451797472,0.8621181539999071,0.63,0.0,0.19,0.01,0.02,0.12,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.24,0.0,0.76,0.0,0.0,0.0,3,0
36,0.153815976505036,0.23984955883664202,7.31147532110782,1.4580123452955833,8.012332081681645,2.1221293197273208,6.798061670170902,1.7850365405064423,30.69,3.0999999999999996,28.71,2.9,1.4060177066351052,1.6132961085564743,1.334662116832345,1.5802112819273086,1.70804060942916,0.09506431594890832,5.144442862210234,0.9863410920059236,0.61,0.0,0.18,0.01,0.03,0.1,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.2,0.0,0.8,0.0,0.0,0.0,3,0
37,0.11901304377642649,0.19267398196696423,7.192328979218115,1.4596979261706946,7.829642141530695,2.21557901719414,6.995673002616943,1.6653565671153154,31.32,3.2,28.71,2.9,1.1846461887267503,1.4042406483288261,1.0635779368798872,1.2181970412364889,1.7032086045985295,0.08689591401090825,5.11019660652274,1.0683531296607491,0.59,0.0,0.23,0.01,0.02,0.06,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.27,0.0,0.72,0.01,0.0,0.0,2,0
38,0.1453155525366931,0.22087557754447135,7.204051660564806,1.555221888397924,7.868258372751679,2.064942904639085,6.898659895175123,1.7888510645870632,31.0,0.0,29.0,0.0,1.2998708216819095,1.523379879266115,1.2293087866684416,1.4540942432426727,1.727874925264465,0.110724937195008,5.249874400790316,0.9812323037711373,0.5,0.0,0.21,0.01,0.03,0.17,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.29,0.0,0.71,0.0,0.0,0.0,2,0
39,0.10918743503069293,0.18473002805675776,7.208863361307205,1.2064342024575203,7.833412101462265,1.9261178366890286,6.970957361636025,1.63562915233599,31.0,0.0,29.0,0.0,1.2573376854271634,1.3295636061147371,1.1654689036994652,1.249076823631022,1.7119883164792933,0.0745288842639755,5.100374708901916,0.8863410771851106,0.75,0.0,0.13,0.0,0.01,0.08,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.26,0.0,0.74,0.0,0.0,0.0,2,0
40,0.16264452835959337,0.27860555494066674,7.0990560220404415,1.2971890505648298,7.730286650631773,2.4023775679571027,6.579125545606065,1.934398710763257,30.4,4.221158824088691,28.42,4.080453529952401,1.5756873424478528,1.8175306046771789,1.30556089161607,1.3918160698624311,1.700689640604544,0.0695909903262852,5.058084971103121,1.21006421855481,0.65,0.0,0.18,0.01,0.02,0.12,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.26,0.0,0.72,0.0,0.02,0.0,3,0
41,0.17465168369181394,0.26738051444215577,7.36495112615799,1.3240009604603324,7.9882345020590435,2.38109224215619,6.6863437762673446,1.8014123673956353,31.32,3.1999999999999997,28.71,2.9,1.5047282402362396,1.5021096230613145,1.3161998103840102,1.322991380418826,1.7180837598444905,0.0769666680347971,5.11489938003671,1.0940737513209227,0.69,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.25,0.0,0.74,0.01,0.0,0.0,2,0
42,0.1911802106757693,0.34751600922467096,7.410273729931083,1.5286526971047825,8.22697131327965,2.67697712536221,6.861449705226439,1.854186650956491,30.4,4.221158824088691,28.42,4.0804535299524005,1.3878195050362812,1.6905842211671072,1.1381592954887372,1.2046127471741692,1.7015623776627655,0.09747690923912032,5.270710508329743,1.2702661910161683,0.62,0.0,0.16,0.01,0.07,0.08,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.23,0.0,0.75,0.0,0.02,0.0,3,0
43,0.12757664135219415,0.22586799507774763,7.068546826258448,1.3036214242771582,7.861406762149403,2.115469017146341,7.0376010362121075,1.7498418754828635,31.0,0.0,29.0,0.0,1.2215674568839932,1.4495541234886895,1.1509932374608491,1.3701545845263317,1.7005688312594824,0.07378463725318682,5.190926435013632,0.9770777465426996,0.56,0.0,0.19,0.03,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28,0.0,0.72,0.0,0.0,0.0,2,0
44,0.13831025730781377,0.22509229599581698,7.131242090956681,1.3293588199208428,7.947133363189547,2.142245819250998,7.019554488938045,1.8906633269601987,31.32,3.1999999999999997,28.71,2.9,1.2679406306123417,1.5902449616950693,1.1177494165187272,1.3714511001250684,1.698064469597136,0.07649470492525344,5.230165015963843,1.0641984804057094,0.61,0.0,0.2,0.01,0.05,0.09,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.26,0.0,0.73,0.01,0.0,0.0,2,0
45,0.12439590676553972,0.21711375968867994,7.503345356894312,1.3169849112679715,8.335852962493028,2.1368856509466356,6.996780679477547,1.503694462047017,31.0,0.0,29.0,0.0,1.2342851315195318,1.1891850607969496,1.1747434045171112,1.1785153415855403,1.7126084214215727,0.09839014878675442,5.3222149491733965,1.0141563917719114,0.68,0.0,0.09,0.0,0.06,0.11,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.17,0.0,0.83,0.0,0.0,0.0,2,0
46,0.11915081285044367,0.21744166239287435,7.262015604379363,1.2756367927179033,7.972684621416858,2.121525947645605,6.9303914202370995,1.533476002509309,31.0,0.0,29.0,0.0,1.265174403013702,1.2326280122413213,1.2012864952844446,1.2058103295376703,1.7102739846008652,0.08695930715301771,5.163938767132269,0.9766207896782774,0.68,0.0,0.12,0.03,0.06,0.07,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.23,0.0,0.77,0.0,0.0,0.0,2,0
47,0.17555449568525397,0.2582869546322305,7.092132180517638,1.4744024168170489,7.823303788260887,2.474451988273775,6.554079099956865,1.8900421865780601,35.78,31.494293214017436,31.25,22.702456147992336,1.5478225604604692,1.6038419849309393,1.3885810009670818,1.4497194806982934,1.6925887783367803,0.08610489894875532,5.131652921569861,1.1481779763233677,0.55,0.0,0.21,0.05,0.09,0.06,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.3,0.0,0.68,0.01,0.0,0.01,2,0
48,0.17247299805078456,0.30513081038217177,7.5504239652687986,1.370932237427096,8.059290982573977,2.3703044902143002,6.754460137621861,2.0059045084513643,39.32,44.24378744267638,29.66,7.4416518205423845,1.5235175665657124,1.7437899542053015,1.1819108703410661,1.3023576477509087,1.7117196066285267,0.11118715880711326,5.125060444122262,1.233248378491052,0.66,0.0,0.07,0.02,0.06,0.09,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.17,0.0,0.77,0.0,0.02,0.04,3,0
49,0.11889597989912987,0.17379940529362453,7.424420332978331,1.4489914101673125,8.16311156163922,2.3959544321357105,6.901954104987087,1.5653779079444667,42.15,48.846569723342625,32.47,22.999541058223066,1.2581394935890509,1.2236005296839336,1.114593844581437,1.246425198552377,1.7031210966778856,0.11342767572697622,5.268366539486232,1.0973626980007793,0.65,0.0,0.12,0.02,0.1,0.05,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.2,0.0,0.76,0.0,0.0,0.04,2,0
50,0.10827591956370718,0.17024007391948906,7.279255307031333,1.4373688980834034,7.927219287201911,2.1832846742720076,6.997275918406832,1.6472537187514444,39.92,43.91904398142593,30.24,6.105337952574905,1.2111036722786452,1.2548804589628837,1.0594752124217635,1.2150512615880724,1.6969802518661419,0.1039797204710074,5.161974647898947,0.9988170185630263,0.6,0.0,0.16,0.03,0.08,0.05,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.21,0.0,0.75,0.0,0.0,0.04,2,0
51,0.111947687648088,0.21031662116373015,7.015873456759217,1.4745904699971402,7.818309400760361,2.476436165589485,7.116195245589121,1.7731764939459933,44.7,53.24130317372372,30.57,8.015458549426583,1.1369100638386511,1.467542380498906,0.8155429670809262,1.1559663917806007,1.6885958524284377,0.09231397999705934,5.24677965387374,1.170524264156534,0.59,0.0,0.21,0.01,0.06,0.08,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.27,0.0,0.66,0.01,0.0,0.06,2,0
52,0.137654426394613,0.22611173804914875,7.214537481642321,1.4061037210942635,7.9731092928978065,2.1730781919196698,6.927374007755479,1.8706568341717367,42.15,48.846569723342654,30.55,6.7903303202853,1.322063360089892,1.505525553740578,1.1100555071707132,1.3955910311232314,1.6944944507409279,0.09116599891169522,5.236891682961264,0.9981370979112759,0.56,0.0,0.16,0.03,0.04,0.13,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.21,0.0,0.74,0.0,0.0,0.05,2,0
53,0.15504099283214756,0.28596029042650706,7.051279823573037,1.6268585538178097,7.620403052502736,2.60472746677146,6.5962748220002565,2.2690770403664127,43.14,53.88727853472272,29.7,9.577435602877879,1.6832945322250985,2.3426962972273317,1.2627969471117415,1.8980013951205998,1.6967202066689573,0.11198982799617783,5.082406295403715,1.2822294462633252,0.54,0.0,0.19,0.02,0.07,0.12,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.27,0.0,0.65,0.02,0.0,0.06,3,0
54,0.16542448798680204,0.2944399942797928,7.274549671346854,1.4066211652799454,8.392358430489482,2.455848945953588,7.013319114371671,1.821675195167959,37.69,38.23259358350166,29.93,5.314844847930723,1.2669559701078295,1.512580882229992,1.0820496933559829,1.3689747334387838,1.6831407033490076,0.07768934630544691,5.4605176546852086,1.060118871861283,0.6,0.0,0.17,0.02,0.04,0.14,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.22,0.0,0.75,0.0,0.0,0.03,2,0
